item_id,order_id,product_id,quantity,unit_price_x,unit_cost_x,line_subtotal,line_cost,customer_id,order_date,order_date_only,order_status,payment_method,subtotal,discount_amount,shipping_fee,total_amount,total_cost,gross_profit,order_sequence,first_name,email,signup_date,region,acquisition_channel,product_name,category,unit_price_y,unit_cost_y,margin_percentage
ITEM-0000047,ORD-000026,306,1,32.5,10.0,32.5,10.0,CUST-00011,2024-08-25 00:00:00,2024-08-25,Completed,PayPal,32.5,1.62,9.99,40.87,10.0,20.88,1,User11,user11@example.com,2024-08-25,North America,Organic Search,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0000048,ORD-000027,206,1,45.0,11.0,45.0,11.0,CUST-00011,2024-10-20 00:00:00,2024-10-20,Completed,Credit Card,45.0,0.0,0.0,45.0,11.0,34.0,2,User11,user11@example.com,2024-08-25,North America,Organic Search,All-Weather Polarized Sunglasses,Apparel,45.0,11.0,75.56
ITEM-0000049,ORD-000028,205,1,54.0,16.0,54.0,16.0,CUST-00011,2024-12-29 00:00:00,2024-12-29,Completed,Buy Now Pay Later,263.97,26.4,0.0,237.57,94.0,143.57,3,User11,user11@example.com,2024-08-25,North America,Organic Search,Breathable Athletic Jogger Pants,Apparel,54.0,16.0,70.37
ITEM-0000050,ORD-000028,305,1,59.99,20.0,59.99,20.0,CUST-00011,2024-12-29 00:00:00,2024-12-29,Completed,Buy Now Pay Later,263.97,26.4,0.0,237.57,94.0,143.57,3,User11,user11@example.com,2024-08-25,North America,Organic Search,Stainless Steel Chef Knife 8-inch,Home & Kitchen,59.99,20.0,66.66
ITEM-0000051,ORD-000028,107,1,59.99,22.0,59.99,22.0,CUST-00011,2024-12-29 00:00:00,2024-12-29,Completed,Buy Now Pay Later,263.97,26.4,0.0,237.57,94.0,143.57,3,User11,user11@example.com,2024-08-25,North America,Organic Search,Portable Bluetooth Speaker Waterproof,Electronics,59.99,22.0,63.33
ITEM-0000052,ORD-000028,103,1,89.99,36.0,89.99,36.0,CUST-00011,2024-12-29 00:00:00,2024-12-29,Completed,Buy Now Pay Later,263.97,26.4,0.0,237.57,94.0,143.57,3,User11,user11@example.com,2024-08-25,North America,Organic Search,Mechanical Gaming Keyboard,Electronics,89.99,36.0,60.0
ITEM-0000053,ORD-000029,108,1,29.99,9.5,29.99,9.5,CUST-00012,2025-02-02 00:00:00,2025-02-02,Returned,Credit Card,29.99,0.0,9.99,39.98,9.5,20.49,1,User12,user12@example.com,2025-01-29,Europe,Social Media,High-Speed MagSafe Wireless Charger,Electronics,29.99,9.5,68.32
ITEM-0000054,ORD-000030,205,2,54.0,16.0,108.0,32.0,CUST-00012,2025-03-09 00:00:00,2025-03-09,Completed,PayPal,209.99,31.5,7.99,186.48,65.0,113.49,2,User12,user12@example.com,2025-01-29,Europe,Social Media,Breathable Athletic Jogger Pants,Apparel,54.0,16.0,70.37
ITEM-0000055,ORD-000030,305,1,59.99,20.0,59.99,20.0,CUST-00012,2025-03-09 00:00:00,2025-03-09,Completed,PayPal,209.99,31.5,7.99,186.48,65.0,113.49,2,User12,user12@example.com,2025-01-29,Europe,Social Media,Stainless Steel Chef Knife 8-inch,Home & Kitchen,59.99,20.0,66.66
ITEM-0000056,ORD-000030,501,1,42.0,13.0,42.0,13.0,CUST-00012,2025-03-09 00:00:00,2025-03-09,Completed,PayPal,209.99,31.5,7.99,186.48,65.0,113.49,2,User12,user12@example.com,2025-01-29,Europe,Social Media,Eco-Friendly High Density Yoga Mat,Sports & Outdoors,42.0,13.0,69.05
ITEM-0000057,ORD-000031,201,2,28.0,8.5,56.0,17.0,CUST-00013,2024-05-22 00:00:00,2024-05-22,Completed,Credit Card,137.99,0.0,4.99,142.98,39.0,98.99,1,User13,user13@example.com,2024-05-21,North America,Paid Search,Classic Organic Cotton Crewneck T-Shirt,Apparel,28.0,8.5,69.64
ITEM-0000058,ORD-000031,405,1,18.0,4.0,18.0,4.0,CUST-00013,2024-05-22 00:00:00,2024-05-22,Completed,Credit Card,137.99,0.0,4.99,142.98,39.0,98.99,1,User13,user13@example.com,2024-05-21,North America,Paid Search,Organic Lavender Sleep Aromatherapy Mist,Health & Beauty,18.0,4.0,77.78
ITEM-0000059,ORD-000031,105,1,39.99,12.0,39.99,12.0,CUST-00013,2024-05-22 00:00:00,2024-05-22,Completed,Credit Card,137.99,0.0,4.99,142.98,39.0,98.99,1,User13,user13@example.com,2024-05-21,North America,Paid Search,USB-C Multi-Port Hub Adapter,Electronics,39.99,12.0,69.99
ITEM-0000060,ORD-000031,204,1,24.0,6.0,24.0,6.0,CUST-00013,2024-05-22 00:00:00,2024-05-22,Completed,Credit Card,137.99,0.0,4.99,142.98,39.0,98.99,1,User13,user13@example.com,2024-05-21,North America,Paid Search,Thermal Merino Wool Socks (3-Pack),Apparel,24.0,6.0,75.0
ITEM-0000061,ORD-000032,101,1,199.99,85.0,199.99,85.0,CUST-00014,2024-02-07 00:00:00,2024-02-07,Cancelled,PayPal,222.98000000000002,0.0,0.0,222.98,90.5,132.48,1,User14,user14@example.com,2024-02-07,North America,Organic Search,Pro Noise-Cancelling Headphones,Electronics,199.99,85.0,57.5
ITEM-0000062,ORD-000032,502,1,22.99,5.5,22.99,5.5,CUST-00014,2024-02-07 00:00:00,2024-02-07,Cancelled,PayPal,222.98000000000002,0.0,0.0,222.98,90.5,132.48,1,User14,user14@example.com,2024-02-07,North America,Organic Search,Adjustable Resistance Fitness Bands Set,Sports & Outdoors,22.99,5.5,76.08
ITEM-0000063,ORD-000033,402,1,34.0,8.5,34.0,8.5,CUST-00014,2024-04-26 00:00:00,2024-04-26,Completed,Credit Card,93.99000000000001,0.0,0.0,93.99,28.5,65.49,2,User14,user14@example.com,2024-02-07,North America,Organic Search,Vitamin C Brightening Facial Moisturizer,Health & Beauty,34.0,8.5,75.0
ITEM-0000064,ORD-000033,305,1,59.99,20.0,59.99,20.0,CUST-00014,2024-04-26 00:00:00,2024-04-26,Completed,Credit Card,93.99000000000001,0.0,0.0,93.99,28.5,65.49,2,User14,user14@example.com,2024-02-07,North America,Organic Search,Stainless Steel Chef Knife 8-inch,Home & Kitchen,59.99,20.0,66.66
ITEM-0000065,ORD-000034,101,2,199.99,85.0,399.98,170.0,CUST-00014,2024-06-09 00:00:00,2024-06-09,Returned,Credit Card,399.98,0.0,9.99,409.97,170.0,229.98,3,User14,user14@example.com,2024-02-07,North America,Organic Search,Pro Noise-Cancelling Headphones,Electronics,199.99,85.0,57.5
ITEM-0000066,ORD-000035,106,1,179.99,70.0,179.99,70.0,CUST-00015,2024-08-22 00:00:00,2024-08-22,Completed,PayPal,179.99,0.0,0.0,179.99,70.0,109.99,1,User15,user15@example.com,2024-08-17,Europe,Referral,Smart Fitness Watch Gen 4,Electronics,179.99,70.0,61.11
ITEM-0000067,ORD-000036,205,1,54.0,16.0,54.0,16.0,CUST-00015,2024-12-24 00:00:00,2024-12-24,Completed,Buy Now Pay Later,117.99000000000001,11.8,0.0,106.19,36.0,70.19,2,User15,user15@example.com,2024-08-17,Europe,Referral,Breathable Athletic Jogger Pants,Apparel,54.0,16.0,70.37
ITEM-0000068,ORD-000036,204,1,24.0,6.0,24.0,6.0,CUST-00015,2024-12-24 00:00:00,2024-12-24,Completed,Buy Now Pay Later,117.99000000000001,11.8,0.0,106.19,36.0,70.19,2,User15,user15@example.com,2024-08-17,Europe,Referral,Thermal Merino Wool Socks (3-Pack),Apparel,24.0,6.0,75.0
ITEM-0000069,ORD-000036,304,1,39.99,14.0,39.99,14.0,CUST-00015,2024-12-24 00:00:00,2024-12-24,Completed,Buy Now Pay Later,117.99000000000001,11.8,0.0,106.19,36.0,70.19,2,User15,user15@example.com,2024-08-17,Europe,Referral,Cast Iron Pre-Seasoned Skillet 10in,Home & Kitchen,39.99,14.0,64.99
ITEM-0000070,ORD-000037,102,1,49.99,18.0,49.99,18.0,CUST-00015,2025-01-29 00:00:00,2025-01-29,Completed,Credit Card,49.99,0.0,0.0,49.99,18.0,31.99,3,User15,user15@example.com,2024-08-17,Europe,Referral,Ultra Ergonomic Wireless Mouse,Electronics,49.99,18.0,63.99
ITEM-0000071,ORD-000038,402,1,34.0,8.5,34.0,8.5,CUST-00015,2025-02-26 00:00:00,2025-02-26,Completed,PayPal,34.0,0.0,0.0,34.0,8.5,25.5,4,User15,user15@example.com,2024-08-17,Europe,Referral,Vitamin C Brightening Facial Moisturizer,Health & Beauty,34.0,8.5,75.0
ITEM-0000072,ORD-000039,203,1,120.0,42.0,120.0,42.0,CUST-00015,2025-03-26 00:00:00,2025-03-26,Completed,Credit Card,120.0,18.0,0.0,102.0,42.0,60.0,5,User15,user15@example.com,2024-08-17,Europe,Referral,Water-Resistant Commuter Jacket,Apparel,120.0,42.0,65.0
ITEM-0000073,ORD-000040,103,1,89.99,36.0,89.99,36.0,CUST-00016,2025-04-23 00:00:00,2025-04-23,Completed,PayPal,200.97,0.0,0.0,200.97,68.2,132.77,1,User16,user16@example.com,2025-04-22,North America,Paid Search,Mechanical Gaming Keyboard,Electronics,89.99,36.0,60.0
ITEM-0000074,ORD-000040,105,1,39.99,12.0,39.99,12.0,CUST-00016,2025-04-23 00:00:00,2025-04-23,Completed,PayPal,200.97,0.0,0.0,200.97,68.2,132.77,1,User16,user16@example.com,2025-04-22,North America,Paid Search,USB-C Multi-Port Hub Adapter,Electronics,39.99,12.0,69.99
ITEM-0000075,ORD-000040,205,1,54.0,16.0,54.0,16.0,CUST-00016,2025-04-23 00:00:00,2025-04-23,Completed,PayPal,200.97,0.0,0.0,200.97,68.2,132.77,1,User16,user16@example.com,2025-04-22,North America,Paid Search,Breathable Athletic Jogger Pants,Apparel,54.0,16.0,70.37
ITEM-0000076,ORD-000040,504,1,16.99,4.2,16.99,4.2,CUST-00016,2025-04-23 00:00:00,2025-04-23,Completed,PayPal,200.97,0.0,0.0,200.97,68.2,132.77,1,User16,user16@example.com,2025-04-22,North America,Paid Search,Quick-Dry Microfiber Camp Towel,Sports & Outdoors,16.99,4.2,75.28
ITEM-0000077,ORD-000041,306,1,32.5,10.0,32.5,10.0,CUST-00017,2024-11-20 00:00:00,2024-11-20,Returned,Buy Now Pay Later,74.5,14.9,4.99,64.59,23.0,36.6,1,User17,user17@example.com,2024-11-15,North America,Paid Search,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0000078,ORD-000041,501,1,42.0,13.0,42.0,13.0,CUST-00017,2024-11-20 00:00:00,2024-11-20,Returned,Buy Now Pay Later,74.5,14.9,4.99,64.59,23.0,36.6,1,User17,user17@example.com,2024-11-15,North America,Paid Search,Eco-Friendly High Density Yoga Mat,Sports & Outdoors,42.0,13.0,69.05
ITEM-0000079,ORD-000042,303,1,24.99,7.5,24.99,7.5,CUST-00018,2025-02-11 00:00:00,2025-02-11,Completed,Debit Card,24.99,0.0,0.0,24.99,7.5,17.49,1,User18,user18@example.com,2025-02-11,Europe,Organic Search,Artisan Whole Bean Roast Coffee (2lb),Home & Kitchen,24.99,7.5,69.99
ITEM-0000080,ORD-000043,107,1,59.99,22.0,59.99,22.0,CUST-00018,2025-03-27 00:00:00,2025-03-27,Completed,Buy Now Pay Later,89.98,4.5,0.0,85.48,30.0,55.48,2,User18,user18@example.com,2025-02-11,Europe,Organic Search,Portable Bluetooth Speaker Waterproof,Electronics,59.99,22.0,63.33
ITEM-0000081,ORD-000043,307,1,29.99,8.0,29.99,8.0,CUST-00018,2025-03-27 00:00:00,2025-03-27,Completed,Buy Now Pay Later,89.98,4.5,0.0,85.48,30.0,55.48,2,User18,user18@example.com,2025-02-11,Europe,Organic Search,Insulated Vacuum Water Bottle 32oz,Home & Kitchen,29.99,8.0,73.32
ITEM-0000082,ORD-000044,107,1,59.99,22.0,59.99,22.0,CUST-00018,2025-04-30 00:00:00,2025-04-30,Completed,Credit Card,59.99,0.0,0.0,59.99,22.0,37.99,3,User18,user18@example.com,2025-02-11,Europe,Organic Search,Portable Bluetooth Speaker Waterproof,Electronics,59.99,22.0,63.33
ITEM-0000083,ORD-000045,405,1,18.0,4.0,18.0,4.0,CUST-00018,2025-06-25 00:00:00,2025-06-25,Completed,PayPal,445.98,0.0,0.0,445.98,182.5,263.48,4,User18,user18@example.com,2025-02-11,Europe,Organic Search,Organic Lavender Sleep Aromatherapy Mist,Health & Beauty,18.0,4.0,77.78
